Year;Index;Type;Title_Aritcle;Authors;Afiliation ;Author_Umayor;Center_Author;DOI;Title_Journal;Q-factor;WOS_code;Scorpus_Code;;;;;; 
2018;WOS;Article;Growth of Ni nanoclusters on irradiated graphene: a molecular dynamics study;"Valencia, F. J.; Hernandez-Vazquez, E. E.; Bringa, E. M.; Moran-Lopez, J. L.; Rogan, J.; Gonzalez, R. I.; Munoz, F.";"[Gonzalez, R. I.] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Santiago, Chile; [Valencia, F. J.; Rogan, J.; Munoz, F.] Univ Chile, Fac Ciencias, Dept Fis, Santiago, Chile; [Valencia, F. J.; Rogan, J.; Gonzalez, R. I.; Munoz, F.] Ctr Desarrollo Nanociencia & Nanotecnologa CEDENN, Santiago, Chile; [Hernandez-Vazquez, E. E.; Moran-Lopez, J. L.] Univ Nacl Cuyo, CONICET, Mendoza, Argentina; [Hernandez-Vazquez, E. E.; Moran-Lopez, J. L.] Univ Nacl Cuyo, Fac Ciencias Exactas & Nat, Mendoza, Argentina; [Bringa, E. M.] IPICYT, Adv Mat Dept, San Luis Potosi, San Luis Potosi, Mexico; [Valencia, F. J.] Univ Mayor, Fac Ciencias, Nucleo Matemat Fis & Estadist, Santiago, Chile";Hilda Bonilla;ESCUELA DE OBSTETRICIA Y PUERICULTURA;10.1016/j.midw.2018.05.010;MIDWIFERY;Q1;WOS:000439641700009;2-s2.0-85048746816;;;;;;
2018;WOS;Article;Objective structured clinical evaluation to assess clinical skills of international medical graduates;"Morales, Claudia; Alvarez, Natalia; Candia, Paula; Celedon, Felipe; Meyer, Lital; Daniel, Katherine; Lombardic, Nebenka; Guiraldes, Ernesto";"[Morales, Claudia; Guiraldes, Ernesto] Univ Mayor, Escuela Med, Fac Ciencias, Santiago, Chile; [Alvarez, Natalia; Candia, Paula] Univ Mayor, Escuela Med, Santiago, Chile; [Celedon, Felipe; Meyer, Lital] Hosp Fuerza Aerea Chile, Santiago, Chile; [Daniel, Katherine; Lombardic, Nebenka] Univ Mayor, Ctr Simulac Clin, Santiago, Chile";Carlos Kilchemmann Fuentes;ESCUELA DE OBSTETRICIA Y PUERICULTURA;10.4067/S0370-41062018000200202;REVISTA CHILENA DE PEDIATRIA-CHILE;Q4;WOS:000431245000007;2-s2.0-85046432801;;;;;;
2018;WOS;Article;Next Generation Sequencing and mass spectrometry reveal high taxonomic diversity and complex phytoplankton-phycotoxins patterns in Southeastern Pacific fjords;"Moreno-Pino, Mario; Krock, Bernd; De la Iglesia, Rodrigo; Echenique-Subiabre, Isidora; Pizarro, Gemita; Vasquez, Monica; Trefault, Nicole";"[Moreno-Pino, Mario; Echenique-Subiabre, Isidora; Trefault, Nicole] Univ Mayor, GEMA Ctr Genom Ecol & Environm, Camino Piramide 5750, Santiago, Chile; [Krock, Bernd] Alfred Wegener Inst Polar & Marine Res, Handelshafen 12, D-27570 Bremerhaven, Germany; [De la Iglesia, Rodrigo; Vasquez, Monica] Pontificia Univ Catolica Chile, Dept Mol Genet & Microbiol, Alameda 340, Santiago, Chile; [Pizarro, Gemita] Inst Foment Pesquero, Enrique Abello 0552, Punta Arenas, Chile";B. Sepulveda;ESCUELA DE OBSTETRICIA Y PUERICULTURA;10.1111/and.12921;ANDROLOGIA;Q3;WOS:000426490200027;2-s2.0-85034752920;;;;;;
2018;WOS;Article;Distributional ecology of Andes hantavirus: a macroecological approach;"Astorga, Francisca; Escobar, Luis E.; Poo-Munoz, Daniela; Escobar-Dodero, Joaquin; Rojas-Hucks, Sylvia; Alvarado-Rybak, Mario; Duclos, Melanie; Romero-Alvarez, Daniel; Molina-Burgos, Blanca E.; Penafiel-Ricaurte, Alexandra; Toro, Frederick; Pena-Gomez, Francisco T.; Peterson, A. Townsend";"[Astorga, Francisca] Univ Mayor, Fac Ciencias, Campus Huechuraba, Santiago 8580745, Chile; [Escobar, Luis E.] Virginia Tech, Dept Fish & Wildlife Conservat, Blacksburg, VA 24061 USA; [Poo-Munoz, Daniela; Escobar-Dodero, Joaquin; Rojas-Hucks, Sylvia; Alvarado-Rybak, Mario; Duclos, Melanie; Molina-Burgos, Blanca E.; Penafiel-Ricaurte, Alexandra; Toro, Frederick] Univ Andres Bello, Ctr Invest Sustentabilidad, Fac Ciencias Vida, Santiago 8320000, Chile; [Poo-Munoz, Daniela; Escobar-Dodero, Joaquin; Rojas-Hucks, Sylvia; Alvarado-Rybak, Mario; Duclos, Melanie; Molina-Burgos, Blanca E.; Penafiel-Ricaurte, Alexandra; Toro, Frederick] Univ Andres Bello, Programa Doctorado Med Conservac, Fac Ciencias Vida, Santiago 8320000, Chile; [Poo-Munoz, Daniela] Univ Mayor, Fac Ciencias, Escuela Med Vet, Santiago, Chile; [Romero-Alvarez, Daniel; Peterson, A. Townsend] Univ Kansas, Dept Ecol & Evolutionary Biol, Biodivers Inst, Lawrence, KS 66045 USA; [Pena-Gomez, Francisco T.] Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile; [Pena-Gomez, Francisco T.] Univ Chile, Fac Ciencias, Inst Ecol & Biodiversidad, Santiago, Chile";"Claudio Molina; Segio Gonzalez";ESCUELA DE ODONTOLOGIA;10.1016/j.jaut.2016.07.006;JOURNAL OF AUTOIMMUNITY;Q1;WOS:000389731200008;2-s2.0-84995609172;;;;;;
2018;WOS;Review;ER Proteostasis Control of Neuronal Physiology and Synaptic Function;"Martinez, Gabriela; Khatiwada, Sanjeev; Costa-Mattioli, Mauro; Hetz, Claudio";"[Martinez, Gabriela; Hetz, Claudio] Univ Chile, Fac Med, Biomed Neurosci Inst, Santiago, Chile; [Martinez, Gabriela; Hetz, Claudio] Univ Chile, Inst Biomed Sci, Program Cellular & Mol Biol, Santiago, Chile; [Martinez, Gabriela] Univ Mayor, Ctr Integrat Biol, Santiago, Chile; [Khatiwada, Sanjeev; Costa-Mattioli, Mauro] Baylor Coll Med, Dept Neurosci, Memory & Brain Res Ctr, Houston, TX 77030 USA; [Hetz, Claudio] Buck Inst Res Aging, Novato, CA 94945 USA; [Hetz, Claudio] Harvard Sch Publ Hlth, Dept Immunol & Infect Dis, Boston, MA 02115 USA";Benjamin Martinez;ESCUELA DE ODONTOLOGIA;10.4067/S0034-98872016000200004;REVISTA MEDICA DE CHILE;Q4;WOS:000371975700004;2-s2.0-84964016650;;;;;;
2018;WOS;Review;Endoplasmic reticulum stress in autoimmune diseases: Can altered protein quality control and/or unfolded protein response contribute to autoimmunity? A critical review on Sjogren's syndrome;"Barrera, Maria-Jose; Aguilera, Sergio; Castro, Isabel; Gonzalez, Sergio; Carvajal, Patricia; Molina, Claudio; Hermoso, Marcela A.; Gonzalez, Maria-Julieta";"[Barrera, Maria-Jose; Carvajal, Patricia; Gonzalez, Maria-Julieta] Univ Chile, Fac Med, Inst Ciencias Biomed ICBM, Programa Biol Celular & Mol, Independencia 1027, Santiago 8380453, Chile; [Aguilera, Sergio] Clin INDISA, Dept Reumatol, Santiago, Chile; [Castro, Isabel] Univ Chile, Fac Med, Dept Tecnol Med, Santiago, Chile; [Gonzalez, Sergio] Univ Mayor, Fac Ciencias, Escuela Odontol, Santiago, Chile; [Molina, Claudio] Univ San Sebastian, Fac Odontol, Escuela Postgrad, Santiago, Chile; [Hermoso, Marcela A.] Univ Chile, Fac Med, Inst Ciencias Biomed ICBM, Programa Inmunol, Santiago, Chile";Ricardo Lillo;ESCUELA DE ODONTOLOGIA;SIN INFORMACIÓN;INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE;Q4;WOS:000374655200189;2-s2.0-84962296804;;;;;;
2018;WOS;Article;Implementation of a programme to develop research projects in a school of midwifery in Santiago, Chile;"Bonilla, Hilda; Ortiz-Llorens, Manuel; Barger, Mary K.; Rodriguez, Claudia; Cabrera, Marta";"[Bonilla, Hilda; Ortiz-Llorens, Manuel; Rodriguez, Claudia; Cabrera, Marta] Univ Mayor, Fac Ciencias, Santiago, Chile; [Barger, Mary K.] Univ San Diego, Hahn Sch Nursing & Hlth Sci, San Diego, CA 92110 USA";"Jacqueline Brunet-Echavarria; Sofia Bofill Fontbote; Vladimir Valenzula Aranguiz;  N. Hann Viñuela; V. Muñoz Reyes ";ESCUELA DE ODONTOLOGIA;SIN INFORMACIÓN;AVANCES EN ODONTOESTOMATOLOGIA;Q4;NO APLICA;2-s2.0-84979574630;;;;;;
2018;WOS;Article;Simple voltammetric analyses of ochratoxin A in food samples using highly-stable and anti-fouling black phosphorene nanosensor;"Xiang, Yuan; Belen Camarada, Maria; Wen, Yangping; Wu, Hao; Chen, Jinyin; Li, Mingfang; Liao, Xiaoning";"[Xiang, Yuan; Wen, Yangping; Wu, Hao; Li, Mingfang; Liao, Xiaoning] Jiangxi Agr Univ, Inst Funct Mat & Agr Appl Chem, Nanchang 330045, Jiangxi, Peoples R China; [Belen Camarada, Maria] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Santiago, Chile; [Xiang, Yuan; Wen, Yangping; Chen, Jinyin; Liao, Xiaoning] Jiangxi Agr Univ, Minist Educ, Key Lab Crop Physiol Ecol & Genet Breeding, Nanchang 330045, Jiangxi, Peoples R China; [Xiang, Yuan; Chen, Jinyin; Liao, Xiaoning] Collaborat Innovat Ctr Postharvest Key Technol &, Nanchang 330045, Jiangxi, Peoples R China; [Chen, Jinyin] Pingxiang Univ, Pingxiang 337055, Peoples R China";Daniela Albers;ESCUELA DE ODONTOLOGIA;10.17126/joralres.2016.057;Journal of Oral Research;Q4;NO APLICA;2-s2.0-84996542647;;;;;;
2018;WOS;Article;MLSTar: automatic multilocus sequence typing of bacterial genomes in R;"Ferres, Ignacio; Iraola, Gregorio";"[Ferres, Ignacio; Iraola, Gregorio] Inst Pasteur Montevideo, Bioinformat Unit, Montevideo, Uruguay; [Iraola, Gregorio] Univ Mayor, Ctr Integrat Biol, Santiago, Chile";Gustavo Moncada;ESCUELA DE ODONTOLOGIA;10.1590/0103-6440201600127;Brazilian Dental Journal;Q2;NO APLICA;2-s2.0-84961659579;;;;;;
2018;WOS;Article;Impaired IRE1 alpha/XBP-1 pathway associated to DNA methylation might contribute to salivary gland dysfunction in Sjogren's syndrome patients;"Sepulveda, Denisse; Barrera, Maria-Jose; Castro, Isabel; Aguilera, Sergio; Carvajal, Patricia; Lagos, Carolina; Gonzalez, Sergio; Albornoz, Nicolas; Bahamondes, Veronica; Quest, Andrew F. G.; Urzua, Ulises; Molina, Claudio; Leyton, Cecilia; Hermoso, Marcela A.; Gonzalez, Maria-Julieta";"[Sepulveda, Denisse; Barrera, Maria-Jose; Castro, Isabel; Carvajal, Patricia; Lagos, Carolina; Albornoz, Nicolas; Bahamondes, Veronica; Quest, Andrew F. G.; Urzua, Ulises; Leyton, Cecilia; Gonzalez, Maria-Julieta] Univ Chile, Inst Ciencias Biomed ICBM, Programa Biol Celular & Mol, Santiago, Chile; [Castro, Isabel; Bahamondes, Veronica; Leyton, Cecilia] Univ Chile, Fac Med, Dept Tecnol Med, Santiago, Chile; [Aguilera, Sergio] Clin Indisa, Dept Reumatol, Santiago, Chile; [Gonzalez, Sergio; Molina, Claudio] Univ Mayor, Fac Ciencias, Dept Patol Oral, Escuela Odontol, Santiago, Chile; [Quest, Andrew F. G.] Univ Chile, Ctr Mol Studies Cell CEMC, Santiago, Chile; [Quest, Andrew F. G.] Univ Chile, Adv Ctr Chron Dis ACCDiS, Santiago, Chile; [Hermoso, Marcela A.] Univ Chile, Fac Med, Programa Inmunol, Inst Ciencias Biomed ICBM, Santiago, Chile";"Ximena Zamorano Pino; Vladimir Valenzula Aranguiz; Valentina Peña Julia; Camila Saul Pino";ESCUELA DE ODONTOLOGIA;10.1016/j.piro.2015.09.007 ;REVISTA CLINICA DE PERIODONCIA IMPLANTOLOGIA Y REHABILITACION ORAL;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;Association of high 5-hydroxymethylcytosine levels with Ten Eleven Translocation 2 overexpression and inflammation in Sjogren's syndrome patients;"Lagos, Carolina; Caryajal, Patricia; Castro, Isabel; Jara, Daniela; Gonzalez, Sergio; Aguilera, Sergio; Barrera, Maria-Jose; Quest, Andrew F. G.; Bahamondes, Veronica; Molina, Claudio; Urzua, Ulises; Hermoso, Marcela A.; Leyton, Cecilia; Gonzalez, Maria-Julieta";"[Lagos, Carolina; Caryajal, Patricia; Jara, Daniela; Barrera, Maria-Jose; Quest, Andrew F. G.; Gonzalez, Maria-Julieta] Univ Chile, Fac Med, Inst Ciencias Biomed ICBM, Programa Biol Celular & Mol, Independencia 1027, Santiago 8380453, Chile; [Castro, Isabel; Bahamondes, Veronica; Leyton, Cecilia] Univ Chile, Fac Med, Dept Tecnol Med, Santiago, Chile; [Gonzalez, Sergio] Univ Mayor, Fac Ciencias, Escuela Odontol, Santiago, Chile; [Aguilera, Sergio] Clin INDISA, Dept Reumatol, Santiago, Chile; [Molina, Claudio] Univ San Sebastian, Fac Odontol, Escuela Postgrad, Santiago, Chile; [Urzua, Ulises] Univ Chile, Fac Med, Dept Oncol Basicoclin, Santiago, Chile; [Hermoso, Marcela A.] Univ Chile, Fac Med, Inst Ciencias Biomed ICBM, Programa Inmunol, Santiago, Chile";Benjamin Martinez Rondanelli;ESCUELA DE ODONTOLOGIA;10.1016/j.piro.2016.01.001;REVISTA CLINICA DE PERIODONCIA IMPLANTOLOGIA Y REHABILITACION ORAL;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;Probiotic properties of native Lactobacillus spp. strains for dairy calves;"Fernandez, S.; Fraga, M.; Silveyra, E.; Trombert, A. N.; Rabaza, A.; Pla, M.; Zunino, P.";"[Fernandez, S.; Silveyra, E.; Rabaza, A.; Zunino, P.] Inst Invest Biol Clemente Estable, Dept Microbiol, Av Italia 3318, Montevideo, Uruguay; [Fraga, M.] Inst Nacl Invest Agr, Anim Hlth Unit, Ruta 50 Km 11, Colonia, Uruguay; [Trombert, A. N.] Univ Mayor, Genom & Bioinformat Ctr, Camino La Piramide 5750, Santiago, Chile; [Pla, M.] Inst Nacl Invest Agr, Dairy Unit, Ruta 50 Km 11, Colonia, Uruguay";"Vladimir Valenzula Aranguiz; Sofia Bofill-Fonbote; Javier Crisostoo-Muñoz; Francisco Pavez-Ovalle; Jacqueline Brunet-Echavarria";ESCUELA DE ODONTOLOGIA;10.1016/j.piro.2016.05.004;REVISTA CLINICA DE PERIODONCIA IMPLANTOLOGIA Y REHABILITACION ORAL;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;Cryopreservation induces mitochondrial permeability transition in a bovine sperm model;"Treulen, Favian; Arias, Maria Elena; Aguila, Luis; Uribe, Pamela; Felmer, Ricardo";"[Treulen, Favian; Arias, Maria Elena; Aguila, Luis; Uribe, Pamela; Felmer, Ricardo] Univ La Frontera, Fac Med, Lab Reprod Ctr Reprod Biotechnol CEBIOR BIOREN, Temuco, Chile; [Treulen, Favian; Felmer, Ricardo] Univ La Frontera, Fac Agr & Forestry Sci, Dept Agr Sci & Nat Resources, Temuco, Chile; [Arias, Maria Elena] Univ La Frontera, Fac Agr & Forestry Sci, Dept Anim Prod, Temuco, Chile; [Treulen, Favian; Aguila, Luis] Univ Mayor, Sch Med Technol, Fac Sci, Temuco, Chile; [Uribe, Pamela] Univ La Frontera, Ctr Excellence Translat Med, Temuco, Chile";"Marcos Bronstein; Christian Nappe; Juan Villavicencio; Hernantoro, Hernan Guiñez";ESCUELA DE ODONTOLOGIA;10.1016/j.piro.2016.05.005 ;REVISTA CLINICA DE PERIODONCIA IMPLANTOLOGIA Y REHABILITACION ORAL;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;Ferromagnetic resonance of a two-dimensional array of nanomagnets: Effects of surface anisotropy and dipolar interactions;"Dejardin, J-L; Franco, A.; Vernay, F.; Kachkachi, H.";"[Dejardin, J-L; Vernay, F.; Kachkachi, H.] Univ Perpignan, Lab PROMES CNRS, UPR 8521, Rambla Thermodynam,Tecnosud, Via Domitia, F-66100 Perpignan, France; [Franco, A.] Univ Tecn Federico Santa Maria, Dept Fis, Ave Espana 1680, Valparaiso 2390123, Chile; [Franco, A.] Univ Mayor, Nucleo Matemat Fis & Estadist, Fac Ciencias, Ave Manuel Montt 367, Santiago, Chile";Evelyn Borie-Echevarria;ESCUELA DE ODONTOLOGIA;10.4067/S0718-381X2016000200005;INTERNATIONAL JOURNAL OF ODONTOSTOMATOLOGY;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;Structural, electronic and catalytic properties of palladium nanoparticles supported on poly(ionic liquid);"Simon, Nathalia M.; Abarca, Gabriel; Scholten, Jackson D.; Domingos, Josiel B.; Mecerreyes, David; Dupont, Jairton";"[Simon, Nathalia M.; Abarca, Gabriel; Scholten, Jackson D.; Dupont, Jairton] Univ Fed Rio Grande do Sul, Inst Chem, Av Bento Goncalves 9500, BR-91501970 Porto Alegre, RS, Brazil; [Domingos, Josiel B.] Univ Fed Santa Catarina, Chem Dept, Campus Trindade, BR-88040900 Florianopolis, SC, Brazil; [Mecerreyes, David] Univ Basque Country, UPV EHU, POLYMAT, Joxe Mari Korta Ctr, Avda Tolosa 72, Donostia San Sebastian 20018, Spain; [Abarca, Gabriel] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Camino Piramide 5750, Santiago, Chile";"G. Ludovic Doussoulin; V. Constanza Galleguillos; B. Constanza Galvez ";ESCUELA DE ODONTOLOGIA;10.4067/S0718-381X2016000300007;INTERNATIONAL JOURNAL OF ODONTOSTOMATOLOGY;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;High similarity in the microbiota of cold-water sponges of the Genus Mycale from two different geographical areas;"Cardenas, Cesar A.; Gonzalez-Aravena, Marcelo; Font, Alejandro; Hestetun, Jon T.; Hajdu, Eduardo; Trefault, Nicole; Malmbergg, Maja; Bongcarn-Rudloff, Erik";"[Cardenas, Cesar A.; Gonzalez-Aravena, Marcelo; Font, Alejandro] Inst Antartico Chileno, Dept Cient, Punta Arenas, Chile; [Hestetun, Jon T.] Univ Bergen, Dept Biol, Marine Biodivers Grp, Bergen, Norway; [Hajdu, Eduardo] Univ Fed Rio de Janeiro, Dept Invertebrados, Museu Nacl, Rio De Janeiro, Brazil; [Trefault, Nicole] Univ Mayor, GEMA Ctr Genom Ecol & Environm, Santiago, Chile; [Malmbergg, Maja; Bongcarn-Rudloff, Erik] Swedish Univ Agr Sci, Dept Anim Breeding & Genet, SLU Global Bioinformat Ctr, Uppsala, Sweden; [Malmbergg, Maja] Swedish Univ Agr Sci, Dept Biomed Sci & Vet Publ Hlth, Sect Virol, Uppsala, Sweden";Ricardo Elgueta;ESCUELA DE ODONTOLOGIA;10.25100/cm.v43i4.2140;COLOMBIA MEDICA;Q3;WOS:000423405000008;2-s2.0-85040988687;;;;;;
2018;WOS;Article;Layer-by-Layer-Assembled AuNPs-Decorated First-Generation Poly(amidoamine) Dendrimer with Reduced Graphene Oxide Core as Highly Sensitive Biosensing Platform with Controllable 3D Nanoarchitecture for Rapid Voltammetric Analysis of Ultratrace DNA Hybridization;"Jayakumar, Kumarasamy; Belen Camarada, Maria; Dharuman, Venkataraman; Rajesh, Rajendiran; Venkatesan, Rengarajan; Ju, Huangxian; Maniraj, Mahalingam; Rai, Abhishek; Barman, Sudipta Roy; Wen, Yangping";"[Jayakumar, Kumarasamy; Dharuman, Venkataraman] Alagappa Univ, Dept Bioelect & Biosensors, Karaikkudi 630003, Tamil Nadu, India; [Belen Camarada, Maria] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Santiago, Chile; [Rajesh, Rajendiran; Venkatesan, Rengarajan] Pondicherry Univ, Dept Chem, Pondicherry 6050114, India; [Jayakumar, Kumarasamy; Ju, Huangxian] Nanjing Univ, Dept Chem, State Key Lab Analyt Chem Life Sci, Nanjing 210023, Jiangsu, Peoples R China; [Maniraj, Mahalingam; Rai, Abhishek; Barman, Sudipta Roy] UGC DAE Consortium Sci Res, Khandwa Rd, Indore 452001, Madhya Pradesh, India; [Jayakumar, Kumarasamy; Wen, Yangping] Jiangxi Agr Univ, Inst Funct Mat & Agr Appl Chem, Nanchang 330045, Jiangxi, Peoples R China";"Elisa Parraguez; Veronica Carreño; Ana Maria Rodriguez ";ESCUELA DE ODONTOLOGIA;10.4067/S0034-98872017000400012;REVISTA MEDICA DE CHILE;Q4;WOS:000402093800012;2-s2.0-85025670026;;;;;;
2018;WOS;Article;Prevalence and susceptibility pattern of bacteria isolated from infected chronic wounds in adult patients;"Silva, Victor; Marcoleta, Alicia; Silva, Vivian; Flores, Daangelo; Aparicio, Teresa; Aburto, Isabel; Latrach, Cecilia; Febre, Naldy";"[Silva, Victor; Marcoleta, Alicia; Silva, Vivian; Flores, Daangelo; Aparicio, Teresa] Univ Mayor, Fac Ciencias, Escuela Tecn Med, Santiago, Chile; [Latrach, Cecilia] Univ Mayor, Fac Ciencias, Escuela Enfermeria, Santiago, Chile; [Aburto, Isabel] Univ Andres Bello, FINH, Santiago, Chile; [Febre, Naldy] Univ Andres Bello, Fac Enfermeria, Santiago, Chile";B. Martinez;ESCUELA DE ODONTOLOGIA;10.1016/j.ijom.2017.03.004;INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY;Q2;WOS:000403997800008;2-s2.0-85016510203;;;;;;
2018;WOS;Article;Distribution of contaminant trace metals inadvertently provided by phosphorus fertilisers: movement, chemical fractions and mass balances in contrasting acidic soils;"Molina-Roco, Mauricio; Escudey, Mauricio; Antilen, Monica; Arancibia-Miranda, Nicolas; Manquian-Cerda, Karen";"[Molina-Roco, Mauricio] Univ Mayor, Fac Ciencias, Escuela Agron, Santiago 8580745, Chile; [Escudey, Mauricio; Arancibia-Miranda, Nicolas; Manquian-Cerda, Karen] Univ Santiago Chile, Fac Quim & Biol, Santiago 7254758, Chile; [Escudey, Mauricio; Antilen, Monica; Arancibia-Miranda, Nicolas] Ctr Dev Nanosci & Nanotechnol CEDENNA, Santiago 9170124, Chile; [Antilen, Monica] Pontificia Univ Catolica Chile PUC, Fac Quim, Santiago 7820436, Chile";"Loreto Castellon; Daniel Jerez; Jaime Mayorga; Carlos Fuenzalida";ESCUELA DE ODONTOLOGIA;10.1016/j.joms.2016.09.012;JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY;Q2;WOS:000391144700035;2-s2.0-84992390127;;;;;;
2018;WOS;Article;Species traits and network structure predict the success and impacts of pollinator invasions;"Valdovinos, Fernanda S.; Berlow, Eric L.; Moisset de Espanes, Pablo; Ramos-Jiliberto, Rodrigo; Vazquez, Diego P.; Martinez, Neo D.";"[Valdovinos, Fernanda S.] Univ Michigan, Dept Ecol & Evolutionary Biol, 1105 North Univ Ave,Biol Sci Bldg, Ann Arbor, MI 48109 USA; [Valdovinos, Fernanda S.] Univ Michigan, Ctr Study Complex Syst, Weiser Hall,Suite 700,500 Church St, Ann Arbor, MI 48109 USA; [Berlow, Eric L.] Vibrant Data, San Francisco, CA 94121 USA; [Moisset de Espanes, Pablo] Univ Chile, Ctr Modelamiento Matemat, Beauchef 850, Santiago 8370397, Chile; [Moisset de Espanes, Pablo] Inst Dinam Celular & Biotecnol, Av Beaucheff 850, Santiago 8370397, Chile; [Ramos-Jiliberto, Rodrigo] Univ Mayor, Ctr Genom Ecol & Environm GEMA, Camino Piramide 5750 Huechuraba, Santiago 8580745, Chile; [Ramos-Jiliberto, Rodrigo] Pontificia Univ Catolica Valparaiso, Fac Ciencias, Programas Postgrad, Av Brasil 2950, Valparaiso 2340025, Chile; [Vazquez, Diego P.] Consejo Nacl Invest Cient & Tecn, Inst Argentino Invest Zonas Aridas, CC 507, RA-5500 Mendoza, Argentina; [Vazquez, Diego P.] Univ Nacl Cuyo, Fac Ciencias Exactas & Nat, Padre Jorge Contreras 1300,M5502JMA, Mendoza, Argentina; [Martinez, Neo D.] Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA";D. Aracena;ESCUELA DE ODONTOLOGIA;10.4317/jced.53384;Journal of Clinical and Experimental Dentistry;Q2;NO APLICA;2-s2.0-85014815923;;;;;;
2018;WOS;Article;Polyaniline Based Materials as a Method to Eliminate Haloanisoles in Spirits Beverages;"Valdes, Oscar; Marican, Adolfo; Avila-Salas, Fabian; Ignacio Castro, Ricardo; Amalraj, John; Felipe Laurie, V; Santos, Leonardo S.";"[Valdes, Oscar] Univ Catolica Maule, Vicerrectoria Invest & Postgrad, Talca 3480112, Chile; [Marican, Adolfo; Amalraj, John] Univ Talca, Inst Quim Recursos Nat, Talca 3462227, Chile; [Avila-Salas, Fabian] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Huechuraba 8580745, Region Metropol, Chile; [Ignacio Castro, Ricardo] Univ Autonoma Chile, Inst Ciencias Biomed, Talca 3467987, Chile; [Felipe Laurie, V] Univ Talca, Fac Ciencias Agr, Talca 3467987, Chile; [Santos, Leonardo S.] Univ Talca, Inst Quim Recursos Nat, Lab Sintesis Asimetr, Talca 3462227, Chile";"Catalina Barahona; Jose Olivares; Ernesto Gonzalez; Gustavo Moncada";ESCUELA DE ODONTOLOGIA;10.17533/udea.rfo.v29n1a9;REVISTA FACULTAD DE ODONTOLOGIA, UNIVERSIDAD DE ANTIOQUIA;NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Article;Intestinal epithelial cell-specific RAR alpha depletion results in aberrant epithelial cell homeostasis and underdeveloped immune system;"Jijon, H. B.; Suarez-Lopez, L.; Diaz, O. E.; Das, S.; De Calisto, J.; Yaffe, M. B.; Pittet, M. J.; Mora, J. R.; Belkaid, Y.; Xavier, R. J.; Villablanca, E. J.";"[Jijon, H. B.; Xavier, R. J.; Villablanca, E. J.] Massachusetts Gen Hosp, Ctr Computat & Integrat Biol, Boston, MA 02114 USA; [Jijon, H. B.; Xavier, R. J.; Villablanca, E. J.] Broad Inst, Cambridge, MA USA; [Suarez-Lopez, L.; Yaffe, M. B.] MIT, David H Koch Inst Integrat Canc Res, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Diaz, O. E.; Das, S.; Villablanca, E. J.] Karolinska Inst & Univ Hosp, Immunol & Allergy Unit, Dept Med, Stockholm, Sweden; [De Calisto, J.] Univ Mayor, Dent Sch, Ctr Genom & Bioinformat, Fac Sci, Santiago, Chile; [Yaffe, M. B.] MIT, Dept Biol Engn, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Yaffe, M. B.] Harvard Med Sch, Dept Surg, Beth Israel Deaconess Med Ctr, Div Acute Care Surg Trauma & Crit Care, Boston, MA USA; [Pittet, M. J.] Massachusetts Gen Hosp, Ctr Syst Biol, Boston, MA 02114 USA; [Mora, J. R.; Xavier, R. J.; Villablanca, E. J.] Massachusetts Gen Hosp, Gastrointestinal Unit, Boston, MA 02114 USA; [Mora, J. R.; Xavier, R. J.; Villablanca, E. J.] Massachusetts Gen Hosp, Ctr Study Inflammatory Bowel Dis, Boston, MA 02114 USA; [Belkaid, Y.] NIAID, NIH, 9000 Rockville Pike, Bethesda, MD 20892 USA; [Belkaid, Y.] NIAID, Mucosal Immunol Sect, Lab Parasit Dis, NIH, 9000 Rockville Pike, Bethesda, MD 20892 USA; [Jijon, H. B.] Univ Calgary, Div Gastroenterol, Gastrointestinal Res Grp, Calgary, AB, Canada";"Alfonso Vergara; Agustin Marquez ";ESCUELA DE ODONTOLOGIA;10.20453/reh.v27i3.3203;ESTOMATOLOGICA HEREDIANA;NO APLICA;NO APLICA;NO APLICA;;;;;;
